benchmark_run_dir,run_name,benchmark_cell_dir,experiment_cell,orchestration_mode,mcp_mode,model_id,git_sha,registry_status,include_in_paper,registry_reason,run_status,started_at,finished_at,total_runs,pass,fail,has_wandb,wandb_run_id,wandb_run_url,has_profiling,profiling_dir,profiling_artifact,has_profiling_summary,profiling_gpu_util_mean,profiling_gpu_util_max,profiling_gpu_mem_used_mib_mean,profiling_gpu_mem_used_mib_max,profiling_power_draw_w_mean,profiling_power_draw_w_max,profiling_nvidia_smi_samples,notes
benchmarks/cell_Z_hybrid/raw/mitigation15x5_4tier_post175_a100_ixqt_west3_20260505T0845Z_ZS_BASELINE_post175_15x5_mitigation_baseline_verified_pe_self_ask,mitigation15x5_4tier_post175_a100_ixqt_west3_20260505T0845Z_ZS_BASELINE_post175_15x5_mitigation_baseline_verified_pe_self_ask,cell_Z_hybrid,Z,verified_pe,baseline,openai/Llama-3.1-8B-Instruct,1913c6e4703425f735d8cb8297cb890ba66bbeff,paper_grade,true,"post-PR175 clean-floor evidence with expected raw JSON, latency, and judge counts",partial,2026-05-05T09:25:39.768662+00:00,2026-05-05T10:18:01.234930+00:00,75,60,15,true,avx95fjp,https://wandb.ai/assetopsbench-smartgrid/assetopsbench-smartgrid/runs/avx95fjp,false,,,false,,,,,,,,wandb only
benchmarks/cell_Z_hybrid/raw/mitigation15x5_4tier_post175_a100_ixqt_west3_20260505T0845Z_ZS_GUARD_post175_15x5_mitigation_guard_verified_pe_self_ask,mitigation15x5_4tier_post175_a100_ixqt_west3_20260505T0845Z_ZS_GUARD_post175_15x5_mitigation_guard_verified_pe_self_ask,cell_Z_hybrid,Z,verified_pe,baseline,openai/Llama-3.1-8B-Instruct,1913c6e4703425f735d8cb8297cb890ba66bbeff,paper_grade,true,"post-PR175 clean-floor evidence with expected raw JSON, latency, and judge counts",partial,2026-05-05T10:58:41.379302+00:00,2026-05-05T11:51:06.484931+00:00,75,50,25,true,nu4y1yr1,https://wandb.ai/assetopsbench-smartgrid/assetopsbench-smartgrid/runs/nu4y1yr1,false,,,false,,,,,,,,wandb only
benchmarks/cell_Z_hybrid/raw/mitigation15x5_4tier_post175_a100_ixqt_west3_20260505T0845Z_ZS_REPAIR_post175_15x5_mitigation_repair_verified_pe_self_ask,mitigation15x5_4tier_post175_a100_ixqt_west3_20260505T0845Z_ZS_REPAIR_post175_15x5_mitigation_repair_verified_pe_self_ask,cell_Z_hybrid,Z,verified_pe,baseline,openai/Llama-3.1-8B-Instruct,1913c6e4703425f735d8cb8297cb890ba66bbeff,paper_grade,true,"post-PR175 clean-floor evidence with expected raw JSON, latency, and judge counts",partial,2026-05-05T12:32:55.223892+00:00,2026-05-05T13:24:15.324788+00:00,75,64,11,true,rpsc3kxt,https://wandb.ai/assetopsbench-smartgrid/assetopsbench-smartgrid/runs/rpsc3kxt,false,,,false,,,,,,,,wandb only
benchmarks/cell_Z_hybrid/raw/mitigation_final6_4tier_a100_20260503T121709Z_ZS_ADJ_final6_mitigation_fault_risk_adjudication_verified_pe_self_ask,mitigation_final6_4tier_a100_20260503T121709Z_ZS_ADJ_final6_mitigation_fault_risk_adjudication_verified_pe_self_ask,cell_Z_hybrid,Z,verified_pe,baseline,openai/Llama-3.1-8B-Instruct,e5e1331b99c22824949aa8e88a6bbe56b1ff8520,diagnostic,false,pre-PR173/final-six mitigation diagnostic cohort; not claim-grade after later runner and corpus fixes,partial,2026-05-03T15:01:34.951972+00:00,2026-05-03T15:26:24.108252+00:00,30,15,15,true,5byp1vec,https://wandb.ai/assetopsbench-smartgrid/assetopsbench-smartgrid/runs/5byp1vec,false,,,false,,,,,,,,wandb only
benchmarks/cell_Z_hybrid/raw/mitigation_final6_4tier_a100_20260503T121709Z_ZS_BASELINE_final6_mitigation_baseline_verified_pe_self_ask,mitigation_final6_4tier_a100_20260503T121709Z_ZS_BASELINE_final6_mitigation_baseline_verified_pe_self_ask,cell_Z_hybrid,Z,verified_pe,baseline,openai/Llama-3.1-8B-Instruct,e5e1331b99c22824949aa8e88a6bbe56b1ff8520,diagnostic,false,pre-PR173/final-six mitigation diagnostic cohort; not claim-grade after later runner and corpus fixes,partial,2026-05-03T12:37:58.217666+00:00,2026-05-03T13:04:13.068067+00:00,30,20,10,true,2hf3oek3,https://wandb.ai/assetopsbench-smartgrid/assetopsbench-smartgrid/runs/2hf3oek3,false,,,false,,,,,,,,wandb only
benchmarks/cell_Z_hybrid/raw/mitigation_final6_4tier_a100_20260503T121709Z_ZS_GUARD_final6_mitigation_missing_evidence_guard_verified_pe_self_ask,mitigation_final6_4tier_a100_20260503T121709Z_ZS_GUARD_final6_mitigation_missing_evidence_guard_verified_pe_self_ask,cell_Z_hybrid,Z,verified_pe,baseline,openai/Llama-3.1-8B-Instruct,e5e1331b99c22824949aa8e88a6bbe56b1ff8520,diagnostic,false,pre-PR173/final-six mitigation diagnostic cohort; not claim-grade after later runner and corpus fixes,partial,2026-05-03T13:25:42.080799+00:00,2026-05-03T13:51:54.027612+00:00,30,15,15,true,ha2nc4k9,https://wandb.ai/assetopsbench-smartgrid/assetopsbench-smartgrid/runs/ha2nc4k9,false,,,false,,,,,,,,wandb only
benchmarks/cell_Z_hybrid/raw/mitigation_final6_4tier_a100_20260503T121709Z_ZS_REPAIR_final6_mitigation_missing_evidence_repair_verified_pe_self_ask,mitigation_final6_4tier_a100_20260503T121709Z_ZS_REPAIR_final6_mitigation_missing_evidence_repair_verified_pe_self_ask,cell_Z_hybrid,Z,verified_pe,baseline,openai/Llama-3.1-8B-Instruct,e5e1331b99c22824949aa8e88a6bbe56b1ff8520,diagnostic,false,pre-PR173/final-six mitigation diagnostic cohort; not claim-grade after later runner and corpus fixes,partial,2026-05-03T14:14:09.943408+00:00,2026-05-03T14:39:29.807479+00:00,30,20,10,true,ja1cxdyq,https://wandb.ai/assetopsbench-smartgrid/assetopsbench-smartgrid/runs/ja1cxdyq,false,,,false,,,,,,,,wandb only
benchmarks/cell_Z_hybrid/raw/mitigation_final6_5x6_4tier_post180_a100_ixqt_west3_20260504T2015Z_ZS_ADJ_final6_mitigation_fault_risk_adjudication_verified_pe_self_ask,mitigation_final6_5x6_4tier_post180_a100_ixqt_west3_20260504T2015Z_ZS_ADJ_final6_mitigation_fault_risk_adjudication_verified_pe_self_ask,cell_Z_hybrid,Z,verified_pe,baseline,openai/Llama-3.1-8B-Instruct,97169f0d51ffea200c78e35d6ec47366124d88ae,superseded,false,post-PR180 scored cohort retained for provenance; superseded by post-PR175 clean-floor runs after PR #175 merged over PR #180,partial,2026-05-04T22:55:09.783191+00:00,2026-05-04T23:19:59.840583+00:00,30,25,5,false,,,false,,,false,,,,,,,,
benchmarks/cell_Z_hybrid/raw/mitigation_final6_5x6_4tier_post180_a100_ixqt_west3_20260504T2015Z_ZS_BASELINE_final6_mitigation_baseline_verified_pe_self_ask,mitigation_final6_5x6_4tier_post180_a100_ixqt_west3_20260504T2015Z_ZS_BASELINE_final6_mitigation_baseline_verified_pe_self_ask,cell_Z_hybrid,Z,verified_pe,baseline,openai/Llama-3.1-8B-Instruct,97169f0d51ffea200c78e35d6ec47366124d88ae,superseded,false,post-PR180 scored cohort retained for provenance; superseded by post-PR175 clean-floor runs after PR #175 merged over PR #180,partial,2026-05-04T20:33:38.638974+00:00,2026-05-04T20:59:23.260987+00:00,30,20,10,false,,,false,,,false,,,,,,,,
benchmarks/cell_Z_hybrid/raw/mitigation_final6_5x6_4tier_post180_a100_ixqt_west3_20260504T2015Z_ZS_GUARD_final6_mitigation_missing_evidence_guard_verified_pe_self_ask,mitigation_final6_5x6_4tier_post180_a100_ixqt_west3_20260504T2015Z_ZS_GUARD_final6_mitigation_missing_evidence_guard_verified_pe_self_ask,cell_Z_hybrid,Z,verified_pe,baseline,openai/Llama-3.1-8B-Instruct,97169f0d51ffea200c78e35d6ec47366124d88ae,superseded,false,post-PR180 scored cohort retained for provenance; superseded by post-PR175 clean-floor runs after PR #175 merged over PR #180,partial,2026-05-04T21:20:38.109362+00:00,2026-05-04T21:46:22.764634+00:00,30,15,15,false,,,false,,,false,,,,,,,,
benchmarks/cell_Z_hybrid/raw/mitigation_final6_5x6_4tier_post180_a100_ixqt_west3_20260504T2015Z_ZS_REPAIR_final6_mitigation_missing_evidence_repair_verified_pe_self_ask,mitigation_final6_5x6_4tier_post180_a100_ixqt_west3_20260504T2015Z_ZS_REPAIR_final6_mitigation_missing_evidence_repair_verified_pe_self_ask,cell_Z_hybrid,Z,verified_pe,baseline,openai/Llama-3.1-8B-Instruct,97169f0d51ffea200c78e35d6ec47366124d88ae,superseded,false,post-PR180 scored cohort retained for provenance; superseded by post-PR175 clean-floor runs after PR #175 merged over PR #180,partial,2026-05-04T22:08:19.757937+00:00,2026-05-04T22:33:06.380626+00:00,30,25,5,false,,,false,,,false,,,,,,,,
benchmarks/cell_Z70B/raw/final15x3_70b_watsonx_post175_cpu_cu_b_zzs_envrepair_20260505T0820Z_Z70B_post175_70b_exp2_cell_Z_verified_pe_mcp_baseline_watsonx,final15x3_70b_watsonx_post175_cpu_cu_b_zzs_envrepair_20260505T0820Z_Z70B_post175_70b_exp2_cell_Z_verified_pe_mcp_baseline_watsonx,cell_Z70B,Z70B,verified_pe,baseline,watsonx/meta-llama/llama-3-3-70b-instruct,1913c6e4703425f735d8cb8297cb890ba66bbeff,paper_grade,true,"post-PR175 clean-floor evidence with expected raw JSON, latency, and judge counts",partial,2026-05-05T08:18:28.397669+00:00,2026-05-05T09:04:03.919264+00:00,45,28,17,false,,,false,,,false,,,,,,,,
benchmarks/cell_Z70B/raw/final6x3_70b_watsonx_post180_envfix_cpu_ixqt_20260504T2115Z_Z70B_final6x3_70b_exp2_cell_Z_verified_pe_mcp_baseline_watsonx,final6x3_70b_watsonx_post180_envfix_cpu_ixqt_20260504T2115Z_Z70B_final6x3_70b_exp2_cell_Z_verified_pe_mcp_baseline_watsonx,cell_Z70B,Z70B,verified_pe,baseline,watsonx/meta-llama/llama-3-3-70b-instruct,97169f0d51ffea200c78e35d6ec47366124d88ae,superseded,false,post-PR180 scored cohort retained for provenance; superseded by post-PR175 clean-floor runs after PR #175 merged over PR #180,partial,2026-05-04T22:10:55.437733+00:00,2026-05-04T22:36:50.018039+00:00,18,13,5,false,,,false,,,false,,,,,,,,
benchmarks/cell_Z70B/raw/topup15x2_70b_watsonx_post175_cpu_cu_b_zzs_20260505T1010Z_Z70B_post175_70b_exp2_cell_Z_verified_pe_mcp_baseline_watsonx,topup15x2_70b_watsonx_post175_cpu_cu_b_zzs_20260505T1010Z_Z70B_post175_70b_exp2_cell_Z_verified_pe_mcp_baseline_watsonx,cell_Z70B,Z70B,verified_pe,baseline,watsonx/meta-llama/llama-3-3-70b-instruct,1913c6e4703425f735d8cb8297cb890ba66bbeff,paper_grade,true,"post-PR175 clean-floor evidence with expected raw JSON, latency, and judge counts",partial,2026-05-05T10:08:29.391728+00:00,2026-05-05T10:32:08.678421+00:00,30,17,13,false,,,false,,,false,,,,,,,,
benchmarks/cell_Z_hybrid/raw/8998343_exp2_cell_Z_verified_pe_self_ask_mcp_baseline,8998343_exp2_cell_Z_verified_pe_self_ask_mcp_baseline,cell_Z_hybrid,ZS,verified_pe,baseline,openai/Llama-3.1-8B-Instruct,,,,,success,2026-04-28T00:14:05.286141+00:00,2026-04-28T00:22:26.021904+00:00,6,6,0,true,5w69pzry,https://wandb.ai/assetopsbench-smartgrid/assetopsbench-smartgrid/runs/5w69pzry,true,profiling/traces/8998343_exp2_cell_Z_verified_pe_self_ask_mcp_baseline_torch,profiling-5w69pzry,false,,,,,,,,profiling artifact linked; summary stats absent from meta.json
benchmarks/cell_ZS16/raw/context_selfask_verified_post180_a100_ixqt_west4_20260505T0012Z_ZS16_exp2_cell_Z_verified_pe_self_ask_mcp_baseline_16384,context_selfask_verified_post180_a100_ixqt_west4_20260505T0012Z_ZS16_exp2_cell_Z_verified_pe_self_ask_mcp_baseline_16384,cell_ZS16,ZS16,verified_pe,baseline,openai/Llama-3.1-8B-Instruct,97169f0d51ffea200c78e35d6ec47366124d88ae,superseded,false,post-PR180 scored cohort retained for provenance; superseded by post-PR175 clean-floor runs after PR #175 merged over PR #180,success,2026-05-05T00:21:06.449861+00:00,2026-05-05T00:32:22.448474+00:00,12,12,0,false,,,false,,,false,,,,,,,,
benchmarks/cell_ZS70B/raw/final15x3_70b_watsonx_post175_cpu_cu_b_zzs_envrepair_20260505T0820Z_ZS70B_post175_70b_exp2_cell_ZS_verified_pe_self_ask_mcp_baseline_watsonx,final15x3_70b_watsonx_post175_cpu_cu_b_zzs_envrepair_20260505T0820Z_ZS70B_post175_70b_exp2_cell_ZS_verified_pe_self_ask_mcp_baseline_watsonx,cell_ZS70B,ZS70B,verified_pe,baseline,watsonx/meta-llama/llama-3-3-70b-instruct,1913c6e4703425f735d8cb8297cb890ba66bbeff,paper_grade,true,"post-PR175 clean-floor evidence with expected raw JSON, latency, and judge counts",partial,2026-05-05T09:05:12.686366+00:00,2026-05-05T10:00:21.147864+00:00,45,29,16,false,,,false,,,false,,,,,,,,
benchmarks/cell_ZS70B/raw/final6x3_70b_watsonx_post180_envfix_cpu_ixqt_20260504T2115Z_ZS70B_final6x3_70b_exp2_cell_ZS_verified_pe_self_ask_mcp_baseline_watsonx,final6x3_70b_watsonx_post180_envfix_cpu_ixqt_20260504T2115Z_ZS70B_final6x3_70b_exp2_cell_ZS_verified_pe_self_ask_mcp_baseline_watsonx,cell_ZS70B,ZS70B,verified_pe,baseline,watsonx/meta-llama/llama-3-3-70b-instruct,97169f0d51ffea200c78e35d6ec47366124d88ae,superseded,false,post-PR180 scored cohort retained for provenance; superseded by post-PR175 clean-floor runs after PR #175 merged over PR #180,partial,2026-05-04T22:36:50.232533+00:00,2026-05-04T23:03:18.011961+00:00,18,12,6,false,,,false,,,false,,,,,,,,
benchmarks/cell_ZS70B/raw/topup15x2_70b_watsonx_post175_cpu_cu_b_zzs_20260505T1010Z_ZS70B_post175_70b_exp2_cell_ZS_verified_pe_self_ask_mcp_baseline_watsonx,topup15x2_70b_watsonx_post175_cpu_cu_b_zzs_20260505T1010Z_ZS70B_post175_70b_exp2_cell_ZS_verified_pe_self_ask_mcp_baseline_watsonx,cell_ZS70B,ZS70B,verified_pe,baseline,watsonx/meta-llama/llama-3-3-70b-instruct,1913c6e4703425f735d8cb8297cb890ba66bbeff,paper_grade,true,"post-PR175 clean-floor evidence with expected raw JSON, latency, and judge counts",partial,2026-05-05T10:32:51.297858+00:00,2026-05-05T10:57:21.749585+00:00,30,22,8,false,,,false,,,false,,,,,,,,
benchmarks/cell_ZSD/raw/9074775_exp2_cell_ZSD_verified_pe_self_ask_mcp_model_optimized,9074775_exp2_cell_ZSD_verified_pe_self_ask_mcp_model_optimized,cell_ZSD,ZSD,verified_pe,optimized,openai/Llama-3.1-8B-Instruct-int8,,superseded,false,non-post-PR175 scored cohort retained for provenance; superseded by post-PR175 pulled evidence,success,2026-04-30T07:59:07.038151+00:00,2026-04-30T08:11:14.307679+00:00,6,6,0,true,48nqpclw,https://wandb.ai/assetopsbench-smartgrid/assetopsbench-smartgrid/runs/48nqpclw,true,profiling/traces/9074775_exp2_cell_ZSD_verified_pe_self_ask_mcp_model_optimized_torch,profiling-48nqpclw,false,,,,,,,,profiling artifact linked; summary stats absent from meta.json
benchmarks/cell_ZSD/raw/extra15x5_post175_a100_ixqt_west4_20260505T0815Z_ZSD_post175_15x5_exp2_cell_ZSD_verified_pe_self_ask_mcp_model_optimized,extra15x5_post175_a100_ixqt_west4_20260505T0815Z_ZSD_post175_15x5_exp2_cell_ZSD_verified_pe_self_ask_mcp_model_optimized,cell_ZSD,ZSD,verified_pe,optimized,openai/Llama-3.1-8B-Instruct-int8,1913c6e4703425f735d8cb8297cb890ba66bbeff,paper_grade,true,"post-PR175 clean-floor evidence with expected raw JSON, latency, and judge counts",partial,2026-05-05T08:14:44.568389+00:00,2026-05-05T08:52:15.688857+00:00,75,54,21,true,i9qpulqi,https://wandb.ai/assetopsbench-smartgrid/assetopsbench-smartgrid/runs/i9qpulqi,false,,,false,,,,,,,,wandb only
benchmarks/cell_ZSD/raw/final5x6_extra_a100_20260503T115304Z_ZSD_final5x6_exp2_cell_ZSD_verified_pe_self_ask_mcp_model_optimized,final5x6_extra_a100_20260503T115304Z_ZSD_final5x6_exp2_cell_ZSD_verified_pe_self_ask_mcp_model_optimized,cell_ZSD,ZSD,verified_pe,optimized,openai/Llama-3.1-8B-Instruct-int8,e5e1331b99c22824949aa8e88a6bbe56b1ff8520,superseded,false,legacy final-six A100 matrix predates the post-PR175 31-scenario evidence set,partial,2026-05-03T12:01:24.719895+00:00,2026-05-03T12:16:24.947925+00:00,30,16,14,true,00n4cu3g,https://wandb.ai/assetopsbench-smartgrid/assetopsbench-smartgrid/runs/00n4cu3g,false,,,false,,,,,,,,wandb only
benchmarks/cell_ZSD/raw/final5x6_zsd_extra_post180_a100_ixqt_west4_20260504T2308Z_ZSD_final5x6_exp2_cell_ZSD_verified_pe_self_ask_mcp_model_optimized,final5x6_zsd_extra_post180_a100_ixqt_west4_20260504T2308Z_ZSD_final5x6_exp2_cell_ZSD_verified_pe_self_ask_mcp_model_optimized,cell_ZSD,ZSD,verified_pe,optimized,openai/Llama-3.1-8B-Instruct-int8,97169f0d51ffea200c78e35d6ec47366124d88ae,superseded,false,post-PR180 scored cohort retained for provenance; superseded by post-PR175 clean-floor runs after PR #175 merged over PR #180,partial,2026-05-04T23:09:04.298224+00:00,2026-05-04T23:23:54.721595+00:00,30,16,14,false,,,false,,,false,,,,,,,,
benchmarks/cell_ZSD16/raw/context_selfask_verified_post180_a100_ixqt_west4_20260505T0012Z_ZSD16_exp2_cell_ZSD_verified_pe_self_ask_mcp_model_optimized_16384,context_selfask_verified_post180_a100_ixqt_west4_20260505T0012Z_ZSD16_exp2_cell_ZSD_verified_pe_self_ask_mcp_model_optimized_16384,cell_ZSD16,ZSD16,verified_pe,optimized,openai/Llama-3.1-8B-Instruct-int8,97169f0d51ffea200c78e35d6ec47366124d88ae,superseded,false,post-PR180 scored cohort retained for provenance; superseded by post-PR175 clean-floor runs after PR #175 merged over PR #180,partial,2026-05-05T00:32:46.660331+00:00,2026-05-05T00:39:02.306563+00:00,12,8,4,false,,,false,,,false,,,,,,,,
